,anime_name,anime_genre,character_name,character_mbti_type,character_enneagram_type
0,Naruto Shippūden,Shounen,Sasuke Uchiha,ISFP,3w4
1,Naruto Shippūden,Shounen,Naruto Uzumaki,ENFP,3w2
2,Naruto Shippūden,Shounen,Madara Uchiha,ENTJ,8w9
3,Naruto Shippūden,Shounen,Itachi Uchiha,INFJ,1w9
4,Naruto Shippūden,Shounen,Sakura Haruno,ESFJ,2w1
5,Naruto Shippūden,Shounen,Obito Uchiha,ENFP,4w3
6,Naruto Shippūden,Shounen,Kakashi Hatake,INTP,6w5
7,Naruto Shippūden,Shounen,Shikamaru Nara,INTP,9w8
8,Naruto Shippūden,Shounen,Rock Lee,ESFJ,3w2
9,Naruto Shippūden,Shounen,Nagato,INFP,9w1
10,Naruto Shippūden,Shounen,Hinata Hyūga,ISFJ,9w1
11,Naruto Shippūden,Shounen,Konan,INFJ,1w9
12,Naruto Shippūden,Shounen,Orochimaru,ENTP,5w4
13,Naruto Shippūden,Shounen,Temari,ESTJ,8w9
14,Naruto Shippūden,Shounen,Gaara,INFP,4w5
15,Naruto Shippūden,Shounen,Sasori,INTJ,1w9
16,Naruto Shippūden,Shounen,Kimimaro Kaguya,ISFJ,4w5
17,Naruto Shippūden,Shounen,Minato Namikaze,ENFJ,1w2
18,Naruto Shippūden,Shounen,Neji Hyūga,ISTJ,1w9
19,Naruto Shippūden,Shounen,Hashirama Senju,ENFJ,7w6
20,Naruto Shippūden,Shounen,Tobirama Senju,ISTJ,6w5
21,Naruto Shippūden,Shounen,Kabuto Yakushi,INTP,5w4
22,Naruto Shippūden,Shounen,Deidara,ESFP,4w3
23,Naruto Shippūden,Shounen,Kurenai Yūhi,ISFJ,4w5
24,Naruto Shippūden,Shounen,Sai Yamanaka,INTP,5w6
25,Naruto Shippūden,Shounen,Ino Yamanaka,ESFP,3w2
26,Naruto Shippūden,Shounen,Rin Nohara,ISFJ,2w1
27,Naruto Shippūden,Shounen,Hinata Hyuga (Road to Ninja),ENTJ,8w9
28,Naruto Shippūden,Shounen,Tsunade Senju,ESTP,8w7
29,Naruto Shippūden,Shounen,Haku,ISFJ,9w1
30,Naruto Shippūden,Shounen,Hiruzen Sarutobi,ENFJ,9w1
31,Naruto Shippūden,Shounen,Jiraiya,ENFP,7w6
32,Naruto Shippūden,Shounen,Yahiko,ENFJ,1w2
33,Naruto Shippūden,Shounen,Hidan,ESTP,7w8
34,Naruto Shippūden,Shounen,Danzō Shimura,ESTJ,1w9
35,Naruto Shippūden,Shounen,Kisame Hoshigaki,ESTP,8w7
36,Naruto Shippūden,Shounen,Might Guy,ESFP,3w2
37,Naruto Shippūden,Shounen,Kushina Uzumaki,ESFP,7w8
38,Naruto Shippūden,Shounen,Killer Bee,ESFP,7w8
39,Naruto Shippūden,Shounen,Kakuzu,ISTJ,6w5
40,Naruto Shippūden,Shounen,Yamato,ISTJ,6w5
41,Naruto Shippūden,Shounen,Juubi,ESTP,8w9
42,Naruto Shippūden,Shounen,Samehada,ENTP,3w4
43,Naruto Shippūden,Shounen,Tenten,ENFJ,2w3
44,Naruto Shippūden,Shounen,Tobi,ENTP,7w6
45,Naruto Shippūden,Shounen,Shisui Uchiha,ENFJ,1w2
46,Naruto Shippūden,Shounen,Indra Ōtsutsuki,INTJ,8w9
47,Naruto Shippūden,Shounen,Kiba Inuzuka,ESTP,8w7
48,Naruto Shippūden,Shounen,Zabuza Momochi,ISTP,8w9
49,Naruto Shippūden,Shounen,Shino Aburame,ISTJ,5w6
50,Naruto Shippūden,Shounen,Iruka Umino,ESFJ,2w1
51,Naruto Shippūden,Shounen,Suigetsu Hōzuki,ESTP,7w8
52,Naruto Shippūden,Shounen,Uchiha Clan,INTJ,6w5
53,Naruto Shippūden,Shounen,Anko Mitarashi,ESTP,7w8
54,Naruto Shippūden,Shounen,Kinkaku,INTP,7w8
55,Naruto Shippūden,Shounen,Chōji Akimichi,ISFP,9w8
56,Naruto Shippūden,Shounen,Kurama,ENTJ,8w9
57,Naruto Shippūden,Shounen,Kaguya Ōtsutsuki,ISTJ,1w9
58,Naruto Shippūden,Shounen,Sakumo Hatake,INFP,6w5
59,Naruto Shippūden,Shounen,Jūgo,ISFP,9w8
60,Naruto Shippūden,Shounen,Hagoromo Ōtsutsuki,INFJ,5w6
61,Naruto Shippūden,Shounen,Hanabi Hyūga,ISTJ,1w2
62,Naruto Shippūden,Shounen,Chidori,INTJ,8w9
63,Naruto Shippūden,Shounen,Menma,ISFJ,2w1
64,Naruto Shippūden,Shounen,Chiyo,ENFJ,1w2
65,Naruto Shippūden,Shounen,Hanare,INFJ,1w9
66,Naruto Shippūden,Shounen,Akatsuki,INTJ,8w9
67,Naruto Shippūden,Shounen,Mu,INTP,5w6
68,Naruto Shippūden,Shounen,Dark Naruto,ISTJ,6w5
69,Naruto Shippūden,Shounen,Yurika,ENTP,XwX
70,Naruto Shippūden,Shounen,Suien,ENTP,8w7
71,Naruto Shippūden,Shounen,Reto,ENTJ,XwX
72,Naruto Shippūden,Shounen,Kaori,ISFJ,XwX
73,Naruto Shippūden,Shounen,Hanzo of the salamander,ENFJ,6w5
74,Naruto Shippūden,Shounen,Yugito,ENTP,4w3
75,Naruto Shippūden,Shounen,Karin Uzumaki,ESTJ,6w7
76,Naruto Shippūden,Shounen,Izumi Uchiha,ISFP,6w5
77,Naruto Shippūden,Shounen,Black Zetsu,INTJ,5w6
78,Naruto Shippūden,Shounen,Shikaku Nara,ISTP,8w9
79,Naruto Shippūden,Shounen,Konohamaru Sarutobi,ESFP,7w6
80,Naruto Shippūden,Shounen,Guren,ISTP,8w9
81,Naruto Shippūden,Shounen,A (The Fourth Raikage),ESTJ,8w7
82,Naruto Shippūden,Shounen,Kin Tsuchi,ESTP,8w7
83,Naruto Shippūden,Shounen,Kankurō,ESTP,6w7
84,Naruto Shippūden,Shounen,Teuchi,ESFJ,6w5
85,Naruto Shippūden,Shounen,Asuma Sarutobi,ISTP,9w8
86,Naruto Shippūden,Shounen,Gengetsu Hozuki,ENTP,7w6
87,Naruto Shippūden,Shounen,Yagura Karatachi,INFJ,8w9
88,Naruto Shippūden,Shounen,Shizune,ISFJ,2w1
89,Naruto Shippūden,Shounen,Hayate Gekkō,INTP,6w7
90,Naruto Shippūden,Shounen,Ashura Ōtsutsuki,ENFJ,2w3
91,Naruto Shippūden,Shounen,Baki,ESTJ,8w7
92,Naruto Shippūden,Shounen,Yashamaru,ISFJ,9w1
93,Naruto Shippūden,Shounen,Onoki,ESTJ,8w9
94,Naruto Shippūden,Shounen,Ebisu,ESFJ,6w7
95,Naruto Shippūden,Shounen,Yukimaru,INFP,9w1
96,Naruto Shippūden,Shounen,Ino Yamanaka (Road to Ninja),ISFJ,9w1
97,Naruto Shippūden,Shounen,Might Guy (Road to Ninja),ENFJ,9w8
98,Naruto Shippūden,Shounen,Dan Kato,ISFJ,1w2
99,Naruto Shippūden,Shounen,Isaribi,ISFJ,6w5
100,Naruto Shippūden,Shounen,Tsunami,ISFJ,6w5
101,Naruto Shippūden,Shounen,Sasame Fuma,ISFJ,5w6
102,Naruto Shippūden,Shounen,Kō Hyūga,ISFJ,2w1
103,Naruto Shippūden,Shounen,Village Hidden in the Rain (Amegakure),INTJ,5w6
104,Naruto Shippūden,Shounen,Hamura Ōtsutsuki,ISFJ,5w4
105,Naruto Shippūden,Shounen,Chōjūrō,ISFJ,6w7
106,Naruto Shippūden,Shounen,Inoichi Yamanaka,ISFJ,1w2
107,Naruto Shippūden,Shounen,Ebizō,ESTP,7w6
108,Naruto Shippūden,Shounen,Tsunade (Road to Ninja),ISFJ,9w1
109,Naruto Shippūden,Shounen,Bunpuku,INFJ,4w5
110,Naruto Shippūden,Shounen,Chishima,ISFJ,4w3
111,Naruto Shippūden,Shounen,Dodai,ISFJ,6w5
112,Naruto Shippūden,Shounen,Gamatatsu,ENFP,6w7
113,Naruto Shippūden,Shounen,Gengo,ENFJ,1w2
114,Naruto Shippūden,Shounen,Hizashi Hyūga,ISFJ,6w5
115,Naruto Shippūden,Shounen,Tonton,ISFJ,9w1
116,Naruto Shippūden,Shounen,Akio,ESFP,9w8
117,Naruto Shippūden,Shounen,Emina,ISFJ,4w5
118,Naruto Shippūden,Shounen,Toki,ISFJ,1w2
119,Naruto Shippūden,Shounen,Sanshō (Curry of Life Shop Owner),ISFJ,2w1
120,Naruto Shippūden,Shounen,Senju Clan,ENFJ,3w4
121,Naruto Shippūden,Shounen,Nara Clan,INTP,5w6
122,Naruto Shippūden,Shounen,Raiton,ENFP,4w3
123,Naruto Shippūden,Shounen,Suiton,ENTJ,1w2
124,Naruto Shippūden,Shounen,Aino,ISFJ,2w1
125,Naruto Shippūden,Shounen,Earth Release,ESFJ,8w9
126,Naruto Shippūden,Shounen,Raidō Namiashi,ENTP,6w7
127,Naruto Shippūden,Shounen,Might Duy,ESFJ,2w3
128,Naruto Shippūden,Shounen,Third Kazekage,INTP,5w6
129,Naruto Shippūden,Shounen,Naruto Musasabi,INFJ,6w5
130,Naruto Shippūden,Shounen,Hanzi,ISFP,XwX
131,Naruto Shippūden,Shounen,Pain,XXXX,XwX
132,Naruto Shippūden,Shounen,Sasuke Uchiha (Road to Ninja),ESFP,2w3
133,Naruto Shippūden,Shounen,Kakashi Hatake (Road to Ninja),ISTP,6w7
134,Naruto Shippūden,Shounen,Menma Namikaze,INTJ,8w9
135,Naruto Shippūden,Shounen,Omoi,INTP,6w5
136,Naruto Shippūden,Shounen,Akamaru,ESFP,7w6
137,Naruto Shippūden,Shounen,Mei Terumi,ENFJ,2w3
138,Naruto Shippūden,Shounen,Utakata,INFP,9w1
139,Naruto Shippūden,Shounen,Fuu,ESFP,7w8
140,Naruto Shippūden,Shounen,Mizuki,ESTP,3w4
141,Naruto Shippūden,Shounen,Genma Shiranui,ISTP,9w8
142,Naruto Shippūden,Shounen,Fugaku Uchiha,ISTJ,1w9
143,Naruto Shippūden,Shounen,Infinite Tsukuyomi,INFJ,2w1
144,Naruto Shippūden,Shounen,Izuna Uchiha,ISFP,6w7
145,Naruto Shippūden,Shounen,Jirobo,ESFP,8w9
146,Naruto Shippūden,Shounen,White Zetsu,ENFP,7w6
147,Naruto Shippūden,Shounen,C (Shii),ENTJ,1w2
148,Naruto Shippūden,Shounen,Mikoto Uchiha,ISFJ,6w5
149,Naruto Shippūden,Shounen,Kurotsuchi,ESTP,7w8
150,Naruto Shippūden,Shounen,Tayuya,ESTJ,8w7
151,Naruto Shippūden,Shounen,Gamabunta,ESTP,8w9
152,Naruto Shippūden,Shounen,Ibiki Morino,ENTJ,8w9
153,Naruto Shippūden,Shounen,Inari,INFP,4w3
154,Naruto Shippūden,Shounen,Kaiza,ENFJ,2w1
155,Naruto Shippūden,Shounen,Choji Akimichi (Road to Ninja),ISTP,5w6
156,Naruto Shippūden,Shounen,Tenten (Road to Ninja),ISTP,6w5
157,Naruto Shippūden,Shounen,Fusō Uzumaki,ISFJ,6w5
158,Naruto Shippūden,Shounen,Manda,INTJ,8w9
159,Naruto Shippūden,Shounen,Natsuhi Ito,ISFJ,2w3
160,Naruto Shippūden,Shounen,Ukon,ESTJ,8w9
161,Naruto Shippūden,Shounen,Karura,INFJ,2w1
162,Naruto Shippūden,Shounen,Mito Uzumaki,ENFJ,8w9
163,Naruto Shippūden,Shounen,Han,ISFP,9w8
164,Naruto Shippūden,Shounen,Samui,ISTP,5w6
165,Naruto Shippūden,Shounen,Mifune,ISTJ,1w9
166,Naruto Shippūden,Shounen,Kidomaru,ESTP,7w8
167,Naruto Shippūden,Shounen,Dosu Kinuta,ISTP,8w9
168,Naruto Shippūden,Shounen,Yota,ISFP,9w1
169,Naruto Shippūden,Shounen,Butsuma Senju,ESTJ,1w9
170,Naruto Shippūden,Shounen,"Gamamaru ""Great Toad Sage""",INFJ,5w6
171,Naruto Shippūden,Shounen,Idate Morino,ESTP,4w3
172,Naruto Shippūden,Shounen,Sora,ISFP,6w5
173,Naruto Shippūden,Shounen,Moegi Kazamatsuri,ENFP,7w6
174,Naruto Shippūden,Shounen,Natsuhi,ENFJ,1w2
175,Naruto Shippūden,Shounen,Yugao Uzuki,INFP,9w1
176,Naruto Shippūden,Shounen,Kujaku,ESTP,8w7
177,Naruto Shippūden,Shounen,Rasa,ISTJ,6w5
178,Naruto Shippūden,Shounen,Darui,ISTP,9w8
179,Naruto Shippūden,Shounen,Sakon,ESTP,8w7
180,Naruto Shippūden,Shounen,Zaku Abumi,ESFP,6w7
181,Naruto Shippūden,Shounen,Gatō,ESTJ,1w2
182,Naruto Shippūden,Shounen,Jūzō Biwa,ISTP,8w7
183,Naruto Shippūden,Shounen,Mangetsu Hozuki,INFJ,5w6
184,Naruto Shippūden,Shounen,Ameyuri Ringo,ENTP,7w8
185,Naruto Shippūden,Shounen,Gyuki (Hachibi),ESTJ,8w9
186,Naruto Shippūden,Shounen,Ami,ESTJ,8w7
187,Naruto Shippūden,Shounen,Atsui,ESFP,7w8
188,Naruto Shippūden,Shounen,Dokan,ESTP,8w7
189,Naruto Shippūden,Shounen,En Oyashiro,ENTJ,7w6
190,Naruto Shippūden,Shounen,Fukasaku,ESTJ,1w2
191,Naruto Shippūden,Shounen,Futami,ESFP,8w7
192,Naruto Shippūden,Shounen,Pakkun,ISTP,9w8
193,Naruto Shippūden,Shounen,Isobu,ISTJ,1w2
194,Naruto Shippūden,Shounen,Yukata,ESFP,7w6
195,Naruto Shippūden,Shounen,Naori Uchiha,INFJ,1w9
196,Naruto Shippūden,Shounen,Akahoshi,ENTJ,8w7
197,Naruto Shippūden,Shounen,Ranmaru,INFJ,1w2
198,Naruto Shippūden,Shounen,Sagi,INFP,9w1
199,Naruto Shippūden,Shounen,Todoroki,ESTJ,5w6
200,Naruto Shippūden,Shounen,Tajima Uchiha,ENTJ,6w7
201,Naruto Shippūden,Shounen,Pakura,INFJ,1w9
202,Naruto Shippūden,Shounen,Raidou Namiashi,ISTJ,1w2
203,Naruto Shippūden,Shounen,Nawaki Senju,ENFP,7w6
204,Naruto Shippūden,Shounen,Shiho,INTP,6w5
205,Naruto Shippūden,Shounen,Kagami Uchiha,INFJ,6w5
206,Naruto Shippūden,Shounen,Yakumo Kurama,ISFP,6w5
207,Naruto Shippūden,Shounen,Kyūsuke,INFJ,XwX
208,Naruto Shippūden,Shounen,Tokuma Hyūga,ESFJ,1w9
209,Naruto Shippūden,Shounen,Hōki,INTJ,2w1
210,Naruto Shippūden,Shounen,Village Hidden in the Leaves (Konohagakure),ENFP,8w7
211,Naruto Shippūden,Shounen,Shin,INFP,2w1
212,Naruto Shippūden,Shounen,A (The Third Raikage),ESTJ,8w7
213,Naruto Shippūden,Shounen,Rōshi,INTJ,8w9
214,Naruto Shippūden,Shounen,Karui,ESTP,8w7
215,Naruto Shippūden,Shounen,Chōza Akimichi,ESFJ,9w8
216,Naruto Shippūden,Shounen,Tazuna,ISTP,1w9
217,Naruto Shippūden,Shounen,Ao,ISTJ,6w5
218,Naruto Shippūden,Shounen,Akatsuchi,ISFP,6w7
219,Naruto Shippūden,Shounen,Jinin Akebino,ENFP,XwX
220,Naruto Shippūden,Shounen,Kushimaru Kuriarare,ESTJ,8w7
221,Naruto Shippūden,Shounen,Jinpachi Munashi,ESTP,7w8
222,Naruto Shippūden,Shounen,Fuguki Suikazan,ESTJ,8w7
223,Naruto Shippūden,Shounen,Fū Yamanaka,ENTJ,1w2
224,Naruto Shippūden,Shounen,Torune Aburame,ISTP,5w6
225,Naruto Shippūden,Shounen,Izumo Kamizuki,ESTP,6w7
226,Naruto Shippūden,Shounen,Kotetsu Hagane,ISTP,6w5
227,Naruto Shippūden,Shounen,Kasumi,INFP,XwX
228,Naruto Shippūden,Shounen,Kiba Inuzuka (Road to Ninja),ESFP,7w6
229,Naruto Shippūden,Shounen,Shino Aburame (Road to Ninja),ISTJ,5w6
230,Naruto Shippūden,Shounen,Neji Hyuga (Road to Ninja),ESFP,7w6
231,Naruto Shippūden,Shounen,Shizune (Road to Ninja),ESTJ,8w9
232,Naruto Shippūden,Shounen,Matsuri,INFP,9w1
233,Naruto Shippūden,Shounen,Mecha-Naruto,ISTJ,4w5
234,Naruto Shippūden,Shounen,Ayame,ESFJ,2w1
235,Naruto Shippūden,Shounen,Aoba Yamashiro,ISTP,6w5
236,Naruto Shippūden,Shounen,Baji,ESTP,8w7
237,Naruto Shippūden,Shounen,Banna,ESFJ,2w3
238,Naruto Shippūden,Shounen,Benten,ISTP,XwX
239,Naruto Shippūden,Shounen,Blue B,ISTP,9w8
240,Naruto Shippūden,Shounen,Chen,ESTJ,XwX
241,Naruto Shippūden,Shounen,Chikara,ESFP,2w3
242,Naruto Shippūden,Shounen,Chiriku,ISTJ,1w9
243,Naruto Shippūden,Shounen,Chushin,ESTJ,XwX
244,Naruto Shippūden,Shounen,Dotō Kazahana,ESTJ,XwX
245,Naruto Shippūden,Shounen,Faz,ISFP,XwX
246,Naruto Shippūden,Shounen,Fudō,ISTP,5w6
247,Naruto Shippūden,Shounen,Fuen,ESTP,8w7
248,Naruto Shippūden,Shounen,Fugai,ISTP,XwX
249,Naruto Shippūden,Shounen,Fuku,ENFJ,9w8
250,Naruto Shippūden,Shounen,Fukusuke Hikyakuya,INTP,7w8
251,Naruto Shippūden,Shounen,Fūjin,ESTP,XwX
252,Naruto Shippūden,Shounen,Fūka,ENFJ,7w8
253,Naruto Shippūden,Shounen,Gamaken,ISFP,9w8
254,Naruto Shippūden,Shounen,Gamakichi,ESTP,8w7
255,Naruto Shippūden,Shounen,Gamariki,ESFJ,XwX
256,Naruto Shippūden,Shounen,Ganryū,ISTP,1w9
257,Naruto Shippūden,Shounen,Gari,ISTP,XwX
258,Naruto Shippūden,Shounen,Gataro,ENTJ,XwX
259,Naruto Shippūden,Shounen,Gen'yūmaru,ISTP,XwX
260,Naruto Shippūden,Shounen,Genzō,ISFP,XwX
261,Naruto Shippūden,Shounen,Gerotora,ISTP,6w5
262,Naruto Shippūden,Shounen,Ginkaku,ESTP,8w7
263,Naruto Shippūden,Shounen,Gitai,ISTP,5w6
264,Naruto Shippūden,Shounen,Gotta,ISFP,XwX
265,Naruto Shippūden,Shounen,Matatabi,ISTP,9w8
266,Naruto Shippūden,Shounen,Son Gokū,ESTJ,8w7
267,Naruto Shippūden,Shounen,Kokuō,INFJ,9w1
268,Naruto Shippūden,Shounen,Saiken,ISFP,9w1
269,Naruto Shippūden,Shounen,Chōmei,INFP,7w6
270,Naruto Shippūden,Shounen,Haido,ESTJ,1w9
271,Naruto Shippūden,Shounen,Hakkaku,ISFP,XwX
272,Naruto Shippūden,Shounen,Hana Inuzuka,ENFJ,8w7
273,Naruto Shippūden,Shounen,Haruna,ISFP,8w9
274,Naruto Shippūden,Shounen,Harusame,ESTJ,5w6
275,Naruto Shippūden,Shounen,Hayama Shirakumo,ISTP,XwX
276,Naruto Shippūden,Shounen,Hiashi Hyūga,ISTJ,1w9
277,Naruto Shippūden,Shounen,Hikaru,ENTP,7w8
278,Naruto Shippūden,Shounen,Himushi,ENFP,5w6
279,Naruto Shippūden,Shounen,"Hinoko ""Soku""",ESTJ,8w7
280,Naruto Shippūden,Shounen,Hiruko (missing-nin),INTP,5w4
281,Naruto Shippūden,Shounen,Hokuto,ISFP,6w7
282,Naruto Shippūden,Shounen,"Koharu Utatane, Konoha Council",ESTJ,1w2
283,Naruto Shippūden,Shounen,Itama Senju,INFP,2w1
284,Naruto Shippūden,Shounen,Iwa Kunoichi,ISTP,9w8
285,Naruto Shippūden,Shounen,inventor Iō,INTP,5w4
286,Naruto Shippūden,Shounen,Aoda,INTJ,9w1
287,Naruto Shippūden,Shounen,Katsuyu,ISFJ,2w1
288,Naruto Shippūden,Shounen,Sari,ENFP,3w2
289,Naruto Shippūden,Shounen,Kazami,ENFP,XwX
290,Naruto Shippūden,Shounen,Amaru,INFP,6w7
291,Naruto Shippūden,Shounen,Taiseki,ESTJ,XwX
292,Naruto Shippūden,Shounen,Datsuji,ESTP,XwX
293,Naruto Shippūden,Shounen,Udon Ise,INTP,9w1
294,Naruto Shippūden,Shounen,Sumaru,INFJ,6w7
295,Naruto Shippūden,Shounen,Kahiko,ESFP,XwX
296,Naruto Shippūden,Shounen,Karashi,ISFP,8w9
297,Naruto Shippūden,Shounen,Koumei,ESFJ,XwX
298,Naruto Shippūden,Shounen,Mizore Fuyukuma,ENFP,XwX
299,Naruto Shippūden,Shounen,Mizura,ENFJ,XwX
300,Boku no Hero Academia,Shounen,Dabi,ISFP,4w3
301,Boku no Hero Academia,Shounen,Katsuki Bakugo,ENTJ,8w7
302,Boku no Hero Academia,Shounen,Izuku Midoriya “Deku”,INFJ,6w5
303,Boku no Hero Academia,Shounen,Shoto Todoroki,INTJ,1w9
304,Boku no Hero Academia,Shounen,Himiko Toga,ENTP,7w6
305,Boku no Hero Academia,Shounen,Ochako Uraraka “Uravity”,ESFJ,2w3
306,Boku no Hero Academia,Shounen,Tomura Shigaraki,INTP,6w5
307,Boku no Hero Academia,Shounen,"Enji Todoroki ""Endeavor""",ESTJ,8w9
308,Boku no Hero Academia,Shounen,"Shouta Aizawa ""Eraser Head""",ISTP,9w8
309,Boku no Hero Academia,Shounen,Tamaki Amajiki “Suneater”,INFP,6w5
310,Boku no Hero Academia,Shounen,Denki Kaminari “Chargebolt”,ENTP,7w6
311,Boku no Hero Academia,Shounen,Momo Yaoyorozu “Creati”,ISFJ,6w5
312,Boku no Hero Academia,Shounen,Eijirou Kirishima “Red Riot”,ESFP,6w7
313,Boku no Hero Academia,Shounen,Tsuyu Asui “Froppy”,INTP,9w1
314,Boku no Hero Academia,Shounen,All For One,ENTJ,8w7
315,Boku no Hero Academia,Shounen,"Toshinori Yagi ""All Might""",ENFJ,2w3
316,Boku no Hero Academia,Shounen,Hitoshi Shinso,INTP,5w6
317,Boku no Hero Academia,Shounen,"Kai Chisaki ""Overhaul""",INTJ,1w9
318,Boku no Hero Academia,Shounen,Tenya Iida “Ingenium”,ESTJ,1w2
319,Boku no Hero Academia,Shounen,Neito Monoma “Phantom Thief”,ENTP,3w4
320,Boku no Hero Academia,Shounen,"Jin Bubaigawara ""Twice""",ENFP,6w7
321,Boku no Hero Academia,Shounen,Eri,INFP,9w1
322,Boku no Hero Academia,Shounen,Yuu Uraraka (Uraraka Prototype Design),ISTJ,1w9
323,Boku no Hero Academia,Shounen,Katsuki Bakugo (Prototype Design),ESFP,XwX
324,Boku no Hero Academia,Shounen,Hawks,ENTP,7w8
325,Boku no Hero Academia,Shounen,"Kaina Tsutsumi ""Lady Nagant""",ISTP,8w9
326,Boku no Hero Academia,Shounen,Yuga Aoyama “Can't Stop Twinkling”,ISFP,4w3
327,Boku no Hero Academia,Shounen,Rody Soul,ENTP,6w7
328,Boku no Hero Academia,Shounen,"Rumi Usagiyama ""Mirko""",ESTP,8w7
329,Boku no Hero Academia,Shounen,Mirio Togata “Lemillion”,ENFJ,2w3
330,Boku no Hero Academia,Shounen,Nejire Hado “Nejire-chan”,ENFP,7w6
331,Boku no Hero Academia,Shounen,"Mirai Sasaki ""Sir Nighteye""",ISTJ,5w6
332,Boku no Hero Academia,Shounen,Yu Takeyama “Mt. Lady”,ESFP,7w6
333,Boku no Hero Academia,Shounen,Rei Todoroki,INFP,9w1
334,Boku no Hero Academia,Shounen,Daigoro Banjo “Lariat”,ESTP,8w7
335,Boku no Hero Academia,Shounen,"Chizome Akaguro ""Stain""",ISFP,1w9
336,Boku no Hero Academia,Shounen,Hanta Sero “Cellophane”,ESTP,7w6
337,Boku no Hero Academia,Shounen,Itsuka Kendo “Battle Fist”,ENFJ,2w1
338,Boku no Hero Academia,Shounen,Fuyumi Todoroki,ESFJ,2w3
339,Boku no Hero Academia,Shounen,"Nemuri Kayama ""Midnight""",ESTP,2w3
340,Boku no Hero Academia,Shounen,Fumikage Tokoyami “Tsukuyomi”,ISTJ,6w5
341,Boku no Hero Academia,Shounen,Tsunagu Hakamata “Best Jeanist”,ENTJ,1w9
342,Boku no Hero Academia,Shounen,Manami Aiba “La Brava”,INFP,2w3
343,Boku no Hero Academia,Shounen,Inko Midoriya,ISFJ,2w1
344,Boku no Hero Academia,Shounen,Saiko Intelli,ENTJ,3w4
345,Boku no Hero Academia,Shounen,Mawata Fuwa,ENFJ,5w4
346,Boku no Hero Academia,Shounen,Meryl,ESTJ,XwX
347,Boku no Hero Academia,Shounen,Kyoka Jiro “Earphone Jack”,ISTP,9w8
348,Boku no Hero Academia,Shounen,Minoru Mineta “Grape Juice”,ESFP,6w7
349,Boku no Hero Academia,Shounen,Mitsuki Bakugo,ENTJ,8w7
350,Boku no Hero Academia,Shounen,Mei Hatsume,ENTP,7w8
351,Boku no Hero Academia,Shounen,Mina Ashido “Pinky”,ESFP,7w6
352,Boku no Hero Academia,Shounen,Star and Stripe,ESFP,8w7
353,Boku no Hero Academia,Shounen,Koji Koda “Anima”,INFP,9w1
354,Boku no Hero Academia,Shounen,Camie Utsushimi “Maboromicamie”,ENFP,7w6
355,Boku no Hero Academia,Shounen,"Emi Fukukado ""Ms. Joke""",ENFP,7w6
356,Boku no Hero Academia,Shounen,Atsuhiro Sako “Mr. Compress”,ENFJ,3w2
357,Boku no Hero Academia,Shounen,Nana Shimura,ENFJ,2w1
358,Boku no Hero Academia,Shounen,Goto Imasuji “Muscular”,ESTP,8w7
359,Boku no Hero Academia,Shounen,Hari Kurono “Chronostasis”,ISTJ,5w6
360,Boku no Hero Academia,Shounen,Oboro Shirakumo “Loud Cloud”,ENFP,7w8
361,Boku no Hero Academia,Shounen,Ibara Shiozaki “Vine”,ISTJ,1w2
362,Boku no Hero Academia,Shounen,"Shuichi Iguchi ""Spinner""",ISFP,6w7
363,Boku no Hero Academia,Shounen,Danjuro Tobita “Gentle Criminal”,ENFJ,4w3
364,Boku no Hero Academia,Shounen,Inasa Yoarashi “Gale Force”,ESFJ,2w3
365,Boku no Hero Academia,Shounen,Rikiya Yotsubashi “Re-Destro”,ENFJ,1w2
366,Boku no Hero Academia,Shounen,"Akatani Mikumo ""Yamikumo"" (Izuku Protoype Design)",INTP,5w4
367,Boku no Hero Academia,Shounen,Tetsutetsu Tetsutetsu “Real Steel”,ESFP,7w8
368,Boku no Hero Academia,Shounen,Nao Shimura,INFP,2w1
369,Boku no Hero Academia,Shounen,"Hizashi Yamada ""Present Mic""",ESFP,7w8
370,Boku no Hero Academia,Shounen,"Sorahiko Torino ""Gran Torino""",ISTP,5w6
371,Boku no Hero Academia,Shounen,Kota Izumi,ISFP,6w5
372,Boku no Hero Academia,Shounen,Nezu,ENTP,7w6
373,Boku no Hero Academia,Shounen,Gigantomachia,ISTJ,6w5
374,Boku no Hero Academia,Shounen,Hana Shimura,ENTP,6w7
375,Boku no Hero Academia,Shounen,Yoichi Shigaraki,INFP,1w2
376,Boku no Hero Academia,Shounen,Toru Hagakure “Invisible Girl”,ESFP,7w6
377,Boku no Hero Academia,Shounen,Tomoyasu Chikazoku “Skeptic”,INTP,6w5
378,Boku no Hero Academia,Shounen,"Kaoruko Awata ""Bubble Girl""",ISFJ,6w7
379,Boku no Hero Academia,Shounen,Kyudai Garaki “Daruma Ujiko”,INTP,5w6
380,Boku no Hero Academia,Shounen,"Chiyo Shuzenji ""Recovery Girl""",ESFJ,2w1
381,Boku no Hero Academia,Shounen,Rikido Sato “Sugarman”,ISFP,9w8
382,Boku no Hero Academia,Shounen,Geten,ISTP,8w9
383,Boku no Hero Academia,Shounen,Jurota Shishida “Gevaudan”,INTP,5w6
384,Boku no Hero Academia,Shounen,Katsuma Shimano,INFP,2w1
385,Boku no Hero Academia,Shounen,Hikage Shinomori,INTJ,1w2
386,Boku no Hero Academia,Shounen,The 2nd user of OFA,INTJ,6w5
