,anime_name,anime_genre,character_name,character_mbti_type,character_enneagram_type
2553,Dragon Ball Z,Shounen,Ranfan,ISTP,7w8
2554,Dragon Ball Z,Shounen,Sidra,ISFJ,9w8
2555,Dragon Ball Z,Shounen,Turles,ESTP,8w7
2556,Dragon Ball Z,Shounen,Piccolo Sr. / King Piccolo,ENTJ,5w6
2557,Dragon Ball Z,Shounen,Idasa,ESTJ,XwX
2558,Dragon Ball Z,Shounen,Arale Norimaki,ESFP,7w8
2559,Dragon Ball Z,Shounen,Gamma 1,ISTJ,3w4
2560,Dragon Ball Z,Shounen,Xeno Gogeta,ENTP,8w7
2561,Dragon Ball Z,Shounen,Anato,ISTJ,1w2
2562,Dragon Ball Z,Shounen,Jimizu,ISFJ,XwX
2563,Dragon Ball Z,Shounen,Dende,INFP,2w1
2564,Dragon Ball Z,Shounen,Tao Pai Pai / Mercenary Tao,ISTP,8w7
2565,Dragon Ball Z,Shounen,Tapion,INFJ,6w5
2566,Dragon Ball Z,Shounen,Haze Shenron,XXXX,XwX
2567,Dragon Ball Z,Shounen,Annin,ESFP,7w8
2568,Dragon Ball Z,Shounen,Goku Berserk (Dragon Ball Heroes),ENTP,8w7
2569,Dragon Ball Z,Shounen,Janemba (First Form),XXXX,7w8
2570,Dragon Ball Z,Shounen,Vomi,INFJ,5w4
2571,Dragon Ball Z,Shounen,Otokosuki,ESFP,9w8
2572,Dragon Ball Z,Shounen,Xeno Vegito,ESTP,7w8
2573,Dragon Ball Z,Shounen,Xeno Goten,ENFP,2w3
2574,Dragon Ball Z,Shounen,The Crimson-Masked Saiyan,INTJ,XwX
2575,Dragon Ball Z,Shounen,Khai,ENFP,5w4
2576,Dragon Ball Z,Shounen,Hasky,ESTP,3w4
2577,Dragon Ball Z,Shounen,Doll Goku,ISTP,XwX
2578,Dragon Ball Z,Shounen,Beerus,ESTP,8w7
2579,Dragon Ball Z,Shounen,Android 20 (Dr. Gero),INTP,5w6
2580,Dragon Ball Z,Shounen,Caulifla,ESTP,8w7
2581,Dragon Ball Z,Shounen,Vados,INTJ,5w6
2582,Dragon Ball Z,Shounen,Videl (DBS),ISFJ,9w1
2583,Dragon Ball Z,Shounen,Granolah,ISFP,6w5
2584,Dragon Ball Z,Shounen,Daishinkan (Grand Minister),INTP,5w4
2585,Dragon Ball Z,Shounen,The Dictator,INFJ,6w5
2586,Dragon Ball Z,Shounen,Aeos,INTJ,5w6
2587,Dragon Ball Z,Shounen,Zeno,ENFP,7w6
2588,Dragon Ball Z,Shounen,Android 13 (Original dub),ESTP,7w8
2589,Dragon Ball Z,Shounen,Pan (GT),ESTP,6w7
2590,Dragon Ball Z,Shounen,Gotenks,ESTP,7w8
2591,Dragon Ball Z,Shounen,Majin Buu,ESFP,7w8
2592,Dragon Ball Z,Shounen,Erasa,ENFJ,2w3
2593,Dragon Ball Z,Shounen,Super Buu,ISTP,8w7
2594,Dragon Ball Z,Shounen,Goten,ENFP,7w6
2595,Dragon Ball Z,Shounen,Majin Dabura,ENTJ,8w7
2596,Dragon Ball Z,Shounen,Janemba,ENTP,7w8
2597,Dragon Ball Z,Shounen,Bulla,ESFP,XwX
2598,Dragon Ball Z,Shounen,Gogeta ( Super Saiyan 4 DragonBall GT ),ENTP,7w8
2599,Dragon Ball Z,Shounen,Supreme Kai Shin,INFJ,9w1
2600,Dragon Ball Z,Shounen,Shenron,INTJ,1w9
2601,Dragon Ball Z,Shounen,Dr. Brief,INTP,5w4
2602,Dragon Ball Z,Shounen,Bad Launch,ESTP,8w7
2603,Dragon Ball Z,Shounen,Frost,INTJ,3w4
2604,Dragon Ball Z,Shounen,Guldo,INTJ,4w3
2605,Dragon Ball Z,Shounen,Grandpa Gohan,ISFJ,2w1
2606,Dragon Ball Z,Shounen,General Blue,ESTJ,3w2
2607,Dragon Ball Z,Shounen,King Vegeta III,ISTJ,8w9
2608,Dragon Ball Z,Shounen,Merus,INFJ,1w2
2609,Dragon Ball Z,Shounen,Chronoa / Supreme Kai of Time,ENFJ,1w2
2610,Dragon Ball Z,Shounen,Hearts,ENTP,8w9
2611,Dragon Ball Z,Shounen,Gamma 2,ENFJ,7w6
2612,Dragon Ball Z,Shounen,Cell Max,ESTP,8w7
2613,Dragon Ball Z,Shounen,Kakarot,ESTP,8w7
2614,Dragon Ball Z,Shounen,Mr. Popo,ISFJ,9w1
2615,Dragon Ball Z,Shounen,Raditz,ESTJ,8w7
2616,Dragon Ball Z,Shounen,Fortuneteller Baba,INTJ,5w4
2617,Dragon Ball Z,Shounen,Good Launch,ISFJ,2w1
2618,Dragon Ball Z,Shounen,Babidi,INTP,5w4
2619,Dragon Ball Z,Shounen,Pan (DBZ),ESFP,7w8
2620,Dragon Ball Z,Shounen,Android 13 (Funimation dub),ESTP,7w8
2621,Dragon Ball Z,Shounen,Mrs. Brief / Panchy,ESFJ,7w6
2622,Dragon Ball Z,Shounen,Fu (Dragon Ball Xenoverse / Heroes),ENTP,5w6
2623,Dragon Ball Z,Shounen,King Cold,ENTJ,8w9
2624,Dragon Ball Z,Shounen,Kusu / Cus,ENFP,7w6
2625,Dragon Ball Z,Shounen,Gas,ISTJ,6w5
2626,Dragon Ball Z,Shounen,Elec,ENTJ,3w4
2627,Dragon Ball Z,Shounen,Future Mai (DBS),ISFJ,6w5
2628,Dragon Ball Z,Shounen,Champa,ESFP,7w8
2629,Dragon Ball Z,Shounen,Toppo,ESTJ,1w2
2630,Dragon Ball Z,Shounen,Kefla,ESTP,7w8
2631,Dragon Ball Z,Shounen,Dyspo,ESTP,7w8
2632,Dragon Ball Z,Shounen,King Kai,ESFJ,2w1
2633,Dragon Ball Z,Shounen,Oolong,ESTP,7w6
2634,Dragon Ball Z,Shounen,World Tournament Announcer,ESFJ,2w3
2635,Dragon Ball Z,Shounen,Monaka,ISFP,9w1
2636,Dragon Ball Z,Shounen,Sanka Coo/Kakunsa,ISTP,7w8
2637,Dragon Ball Z,Shounen,Botamo,ESFP,7w8
2638,Dragon Ball Z,Shounen,Bergamo,ESTJ,9w8
2639,Dragon Ball Z,Shounen,Belmod,ENTP,8w9
2640,Dragon Ball Z,Shounen,King Yemma,ESTJ,8w7
2641,Dragon Ball Z,Shounen,Korin,INTP,9w1
2642,Dragon Ball Z,Shounen,Baby,INTJ,3w4
2643,Dragon Ball Z,Shounen,Pikkon / Paikuhan,INFJ,1w2
2644,Dragon Ball Z,Shounen,Android 19,ESTJ,6w7
2645,Dragon Ball Z,Shounen,Dr. Flappe,INTP,XwX
2646,Dragon Ball Z,Shounen,Mai (DBS),ISTP,6w5
2647,Dragon Ball Z,Shounen,Nuova Shenron,INFJ,1w9
2648,Dragon Ball Z,Shounen,Eis Shenron,ENFJ,3w4
2649,Dragon Ball Z,Shounen,Oceanus Shenron,ISTJ,XwX
2650,Dragon Ball Z,Shounen,Planet Vegeta,ESTP,8w7
2651,Dragon Ball Z,Shounen,Dr. Wheelo,INTJ,XwX
2652,Dragon Ball Z,Shounen,Ninja Murasaki,ESTP,7w8
2653,Dragon Ball Z,Shounen,Piano,ISTJ,XwX
2654,Dragon Ball Z,Shounen,Gregory,ENTP,XwX
2655,Dragon Ball Z,Shounen,Princess Snake / God of Snake Way,ENFP,2w3
2656,Dragon Ball Z,Shounen,Android 21 (Evil),ESTP,7w8
2657,Dragon Ball Z,Shounen,Bulla / Bra (GT),ESFJ,3w2
2658,Dragon Ball Z,Shounen,Semi-Perfect Cell,ESTP,8w7
2659,Dragon Ball Z,Shounen,Tarble,ESFJ,9w1
2660,Dragon Ball Z,Shounen,Pan (Xeno),ENFP,8w7
2661,Dragon Ball Z,Shounen,Flying Nimbus,INFJ,9w1
2662,Dragon Ball Z,Shounen,Zaiko / Xicor (Dragon Ball AF),ESTP,8w7
2663,Dragon Ball Z,Shounen,Kamin,ENTP,7w6
2664,Dragon Ball Z,Shounen,Xeno Gohanks,INFJ,1w9
2665,Dragon Ball Z,Shounen,See-Through the Invisible Man,ISTP,9w8
2666,Dragon Ball Z,Shounen,Mohito,ENTP,7w6
2667,Dragon Ball Z,Shounen,Future Warrior in Black / Aeos Gohan,INFP,9w8
2668,Dragon Ball Z,Shounen,Warrior in Black / Aeos Bardock,ISTP,8w9
2669,Dragon Ball Z,Shounen,Shroom,ISFP,4w3
2670,Dragon Ball Z,Shounen,Ultimate Shenron,INTJ,5w4
2671,Dragon Ball Z,Shounen,Goku Jr.,ISFP,9w8
2672,Dragon Ball Z,Shounen,Kuriza,ENTP,7w8
2673,Dragon Ball Z,Shounen,Yamoshi,INFJ,1w2
2674,Dragon Ball Z,Shounen,The Oracle Fish,INFJ,5w4
2675,Dragon Ball Z,Shounen,Trunks (Dragon Ball GT),ISFJ,9w8
2676,Dragon Ball Z,Shounen,Trunks (Current DBS),ENTP,6w5
2677,Dragon Ball Z,Shounen,Burter,ESTP,7w8
2678,Dragon Ball Z,Shounen,Marcarita,ENTP,8w7
2679,Dragon Ball Z,Shounen,Kibito,ISTJ,1w9
2680,Dragon Ball Z,Shounen,Paragus,ENTJ,8w9
2681,Dragon Ball Z,Shounen,Elder Kai,ISFJ,6w7
2682,Dragon Ball Z,Shounen,Cabba,ISFJ,9w1
2683,Dragon Ball Z,Shounen,Grand Kai,ESTP,XwX
2684,Dragon Ball Z,Shounen,Hero,INTP,XwX
2685,Dragon Ball Z,Shounen,Pintar,ESTP,XwX
2686,Dragon Ball Z,Shounen,Jewel,ESFJ,3w2
2687,Dragon Ball Z,Shounen,Heles,ENFJ,2w3
2688,Dragon Ball Z,Shounen,Brianne de Chateau/Ribrianne,ESFJ,2w1
2689,Dragon Ball Z,Shounen,Sous Roas/Roasie,ENFP,7w6
2690,Dragon Ball Z,Shounen,Ro,ENTP,8w9
2691,Dragon Ball Z,Shounen,Basil,ESTP,6w7
2692,Dragon Ball Z,Shounen,Lavender,ESTP,8w7
2693,Dragon Ball Z,Shounen,Kahseral,ISTJ,6w5
2694,Dragon Ball Z,Shounen,Cocotte,ISTP,6w5
2695,Dragon Ball Z,Shounen,Dodoria,ESTP,8w7
2696,Dragon Ball Z,Shounen,Recoome,ESFP,7w8
2697,Dragon Ball Z,Shounen,Jeice,ESTP,7w8
2698,Dragon Ball Z,Shounen,Sorbet,ESTJ,5w6
2699,Dragon Ball Z,Shounen,Tagoma,ISTP,6w5
2700,Dragon Ball Z,Shounen,Shisami,ISTJ,XwX
2701,Dragon Ball Z,Shounen,Lemo,ISTJ,6w5
2702,Dragon Ball Z,Shounen,Kikono,ISFJ,1w9
2703,Dragon Ball Z,Shounen,Grand Elder Guru,INFJ,1w9
2704,Dragon Ball Z,Shounen,Nail,ISTJ,6w5
2705,Dragon Ball Z,Shounen,Jimmy Firecracker,ISTJ,5w6
2706,Dragon Ball Z,Shounen,Sharpner,ESTP,3w4
2707,Dragon Ball Z,Shounen,Cell Jr.,ESTP,7w8
2708,Dragon Ball Z,Shounen,Porunga,ESTJ,6w5
2709,Dragon Ball Z,Shounen,Marron,ISFJ,XwX
2710,Dragon Ball Z,Shounen,Gine,ISFJ,XwX
2711,Dragon Ball Z,Shounen,Eternal Dragon,ENTJ,8w9
2712,Dragon Ball Z,Shounen,Emperor Pilaf,ENTJ,3w4
2713,Dragon Ball Z,Shounen,General White,ESTP,XwX
2714,Dragon Ball Z,Shounen,Captain Dark,ESTJ,XwX
2715,Dragon Ball Z,Shounen,Colonel Silver,ISTP,8w9
2716,Dragon Ball Z,Shounen,Colonel Violet,ISTP,3w4
2717,Dragon Ball Z,Shounen,Android 8,ISFJ,9w1
2718,Dragon Ball Z,Shounen,Android 9 / Commander Red,ESTJ,8w7
2719,Dragon Ball Z,Shounen,Captain Yellow,ESTJ,9w8
2720,Dragon Ball Z,Shounen,Android 14,ISTJ,6w5
2721,Dragon Ball Z,Shounen,Android 15,INTP,5w6
2722,Dragon Ball Z,Shounen,Super Android 17 (GT),ISTP,8w7
2723,Dragon Ball Z,Shounen,Ox King,ESFJ,9w1
2724,Dragon Ball Z,Shounen,East Kai,ESTJ,XwX
2725,Dragon Ball Z,Shounen,West Kai,ESFJ,XwX
2726,Dragon Ball Z,Shounen,South Kai,XXXX,XwX
2727,Dragon Ball Z,Shounen,Garlic Jr,ENTJ,8w7
2728,Dragon Ball Z,Shounen,Majin Spopovich / Spopovich,ESFP,8w7
2729,Dragon Ball Z,Shounen,Lord Slug,ESTJ,8w7
2730,Dragon Ball Z,Shounen,Bojack,ESTJ,8w7
2731,Dragon Ball Z,Shounen,Ginger,ISTJ,XwX
2732,Dragon Ball Z,Shounen,Mustard,ESTP,XwX
2733,Dragon Ball Z,Shounen,Salt,ISTP,XwX
2734,Dragon Ball Z,Shounen,Spice,ISFJ,XwX
2735,Dragon Ball Z,Shounen,Vinegar,ESTP,XwX
2736,Dragon Ball Z,Shounen,Arqua,ISFJ,6w5
2737,Dragon Ball Z,Shounen,Kibito Kai,ISFJ,6w5
2738,Dragon Ball Z,Shounen,Chapuchai,ESTJ,XwX
2739,Dragon Ball Z,Shounen,Olibu,ESFJ,XwX
2740,Dragon Ball Z,Shounen,Hirudegarn,ISTP,8w7
2741,Dragon Ball Z,Shounen,Liquiir,ISTP,XwX
2742,Dragon Ball Z,Shounen,Suno,ISFP,XwX
2743,Dragon Ball Z,Shounen,Syn Shenron /  Omega Shenron ( Dragon Ball GT ),ENTJ,8w7
2744,Dragon Ball Z,Shounen,Papoi,ESFP,XwX
2745,Dragon Ball Z,Shounen,Caroni,ESFJ,6w7
2746,Dragon Ball Z,Shounen,Caterpy,ENFJ,XwX
2747,Dragon Ball Z,Shounen,Cumber (Dragon Ball Heroes),ISTP,6w5
2748,Dragon Ball Z,Shounen,Dr. Myuu (Dragon Ball GT),ENTJ,8w9
2749,Dragon Ball Z,Shounen,Eyre,INTJ,5w4
2750,Dragon Ball Z,Shounen,Fanfan,ESFP,7w8
2751,Dragon Ball Z,Shounen,General Rilldo,ESTJ,XwX
2752,Dragon Ball Z,Shounen,Gowasu,ISFJ,1w9
2753,Dragon Ball Z,Shounen,Idasam,ESTP,XwX
2754,Dragon Ball Z,Shounen,Ikose,ESTP,XwX
2755,Dragon Ball Z,Shounen,Mai,ISTJ,6w5
2756,Dragon Ball Z,Shounen,Shu,ESFP,7w6
2757,Dragon Ball Z,Shounen,Rage Shenron,ESTJ,XwX
2758,Dragon Ball Z,Shounen,Naturon Shenron,ISTJ,XwX
2759,Dragon Ball Z,Shounen,Tambourine,ESTP,8w7
2760,Dragon Ball Z,Shounen,Turtle,ISFJ,9w1
2761,Dragon Ball Z,Shounen,Nam,INFJ,1w2
2762,Dragon Ball Z,Shounen,Uub,ISFP,6w5
2763,Dragon Ball Z,Shounen,Pui Pui,ESTP,8w7
2764,Dragon Ball Z,Shounen,Yakon,ESTP,8w7
2765,Dragon Ball Z,Shounen,Auta Magetta,INFP,XwX
2766,Dragon Ball Z,Shounen,Planet Namek,INFP,9w1
2767,Dragon Ball Z,Shounen,West City,ESTP,XwX
2768,Dragon Ball Z,Shounen,Chilled,ENTJ,8w7
2769,Dragon Ball Z,Shounen,Master Shen,ESTJ,XwX
2770,Dragon Ball Z,Shounen,Cymbal,ESTP,8w7
2771,Dragon Ball Z,Shounen,Upa,ISFP,9w1
2772,Dragon Ball Z,Shounen,Bora,ISTP,6w5
2773,Dragon Ball Z,Shounen,Fuwa,XXXX,XwX
2774,Dragon Ball Z,Shounen,Bubbles,ESTP,7w8
2775,Dragon Ball Z,Shounen,Galactic King,ESFP,3w2
2776,Dragon Ball Z,Shounen,Quitela,ENTP,8w7
2777,Dragon Ball Z,Shounen,Puar,ISFJ,6w7
2778,Dragon Ball Z,Shounen,Hoi,INTJ,XwX
2779,Dragon Ball Z,Shounen,Fasha (Seripa),ESTP,7w8
2780,Dragon Ball Z,Shounen,Tights,ENFJ,1w9
2781,Dragon Ball Z,Shounen,Oil,ISFP,9w1
2782,Dragon Ball Z,Shounen,Macki,ESFP,XwX
2783,Dragon Ball Z,Shounen,Cocoa Amaguri,ENFJ,3w2
2784,Dragon Ball Z,Shounen,Yurin / Yóu-lín,ESFJ,8w9
2785,Dragon Ball Z,Shounen,Note,ESFP,3w4
2786,Dragon Ball Z,Shounen,Pandel,ENFP,XwX
2787,Dragon Ball Z,Shounen,Bulpan,ESTP,XwX
2788,Dragon Ball Z,Shounen,Cui,ESTP,7w8
2789,Dragon Ball Z,Shounen,Giblet,ISTP,3w4
2790,Dragon Ball Z,Shounen,Dore,ESFJ,XwX
2791,Dragon Ball Z,Shounen,Salza,ENTP,7w8
2792,Dragon Ball Z,Shounen,Neiz,ESTJ,XwX
2793,Dragon Ball Z,Shounen,Planet Earth,ESFJ,XwX
2794,Dragon Ball Z,Shounen,Planet Arlia,ISTJ,XwX
2795,Dragon Ball Z,Shounen,Towa,INTJ,3w4
2796,Dragon Ball Z,Shounen,Pan (Old),ESTP,XwX
2797,Dragon Ball Z,Shounen,Zangya,ISTP,6w5
2798,Dragon Ball Z,Shounen,Karoly,ESFP,8w7
2799,Dragon Ball Z,Shounen,Cellin,ESTP,XwX
2800,Code Geass,Science Fiction,Lelouch vi Britannia,INTJ,1w9
2801,Code Geass,Science Fiction,C.C.,INTP,9w1
2802,Code Geass,Science Fiction,Suzaku Kururugi,ISFJ,1w2
2803,Code Geass,Science Fiction,Lloyd Asplund,ENTP,5w6
2804,Code Geass,Science Fiction,Schneizel el Britannia,ENTJ,3w4
2805,Code Geass,Science Fiction,Shirley Fenette,ESFJ,2w1
2806,Code Geass,Science Fiction,Kallen Kozuki,ISFP,6w5
2807,Code Geass,Science Fiction,Euphemia li Britannia,ENFP,9w1
2808,Code Geass,Science Fiction,Cornelia li Britannia,ESTJ,8w7
2809,Code Geass,Science Fiction,Bismarck Waldstein,ESTP,2w1
2810,Code Geass,Science Fiction,Kanon Maldini,XXXX,6w7
2811,Code Geass,Science Fiction,Rolo Lamperouge,ISFP,6w5
2812,Code Geass,Science Fiction,The Code Geass,ENTJ,8w7
2813,Code Geass,Science Fiction,Gino Weinberg,ESFP,7w8
2814,Code Geass,Science Fiction,Kaguya Sumeragi,ENFJ,7w6
2815,Code Geass,Science Fiction,Marianne vi Britannia,ENFJ,6w5
2816,Code Geass,Science Fiction,C.C. (Amnesia),INFP,6w5
2817,Code Geass,Science Fiction,Nina Einstein,INFP,6w5
2818,Code Geass,Science Fiction,Charles zi Britannia,ENTJ,1w2
2819,Code Geass,Science Fiction,Nunnally vi Britannia,INFP,9w1
2820,Code Geass,Science Fiction,Jeremiah Gottwald (Orange),ESTJ,3w2
2821,Code Geass,Science Fiction,Mao,ENTP,7w6
2822,Code Geass,Science Fiction,Milly Ashford,ESFJ,3w2
2823,Code Geass,Science Fiction,Anya Alstreim,INTP,6w5
2824,Code Geass,Science Fiction,Rakshata Chawla,ENTP,5w4
2825,Code Geass,Science Fiction,Kyoshiro Tohdoh,ISTJ,1w9
2826,Code Geass,Science Fiction,Li Xingke,ISTP,6w5
2827,Code Geass,Science Fiction,V.V.,INTJ,1w9
2828,Code Geass,Science Fiction,Villetta Nu,ISTJ,1w9
2829,Code Geass,Science Fiction,Akito Hyuga,ISTP,9w8
2830,Code Geass,Science Fiction,Tianzi / Jiang Lihua,INFP,4w5
2831,Code Geass,Science Fiction,Diethard Ried,ENTP,3w4
2832,Code Geass,Science Fiction,Shin Hyuga Shaing,ENTJ,8w9
2833,Code Geass,Science Fiction,Clovis la Britannia,ESFP,4w3
2834,Code Geass,Science Fiction,Rivalz Cardemonde,ESFP,7w6
2835,Code Geass,Science Fiction,Shinichirō Tamaki,ESFP,6w7
2836,Code Geass,Science Fiction,Ohgi Kaname,ISFJ,9w1
2837,Code Geass,Science Fiction,Leila Malcal,INFJ,1w9
2838,Code Geass,Science Fiction,Cheese-Kun,ENFP,7w8
2839,Code Geass,Science Fiction,Shalio,ESFP,6w7
2840,Code Geass,Science Fiction,Baron,ESTJ,8w9
2841,Code Geass,Science Fiction,Shamna,INFJ,8w9
2842,Code Geass,Science Fiction,Alicia Lohmeyer,ISTJ,1w9
2843,Code Geass,Science Fiction,Cécile Croomy,ISFJ,2w3
2844,Code Geass,Science Fiction,Ayano Kosaka,ENFP,7w6
2845,Code Geass,Science Fiction,Yukiya Naruse,INTP,5w6
2846,Code Geass,Science Fiction,Ryo Sayama,ESTP,8w7
2847,Code Geass,Science Fiction,Claus Warwick,ESTP,9w8
2848,Code Geass,Science Fiction,Anna Clément,INFP,2w1
2849,Code Geass,Science Fiction,Jean Rowe,ISFJ,6w5
2850,Code Geass,Science Fiction,Andreas Darlton,ESTJ,3w2
2851,Code Geass,Science Fiction,Gilbert G.P. Guilford,ISTJ,1w2
2852,Code Geass,Science Fiction,Odysseus eu Britannia,ISFJ,9w1
2853,Code Geass,Science Fiction,Ms. Kōzuki,ISFJ,2w1
2854,Code Geass,Science Fiction,Rai,ENTJ,8w9
2855,Code Geass,Science Fiction,Alice,ISTJ,3w2
2856,Code Geass,Science Fiction,Taizo Kirihara,ISTJ,1w9
2857,Code Geass,Science Fiction,Sayoko Shinozaki,ISFJ,2w1
2858,Code Geass,Science Fiction,Marrybell mel Britannia,ENTJ,8w7
2859,Code Geass,Science Fiction,Oldrin Zevon,ESTP,3w4
2860,Code Geass,Science Fiction,Shougo Asahina,ENTJ,XwX
2861,Code Geass,Science Fiction,Luciano Bradley,ESTP,XwX
2862,Tokyo Ghoul,Seinen,Kamishiro Rize,ENTP,7w8
2863,Tokyo Ghoul,Seinen,Kaneki Ken,INFP,9w1
2864,Tokyo Ghoul,Seinen,Touka Kirishima,ISTP,6w5
2865,Tokyo Ghoul,Seinen,Eto Yoshimura,INTP,4w5
2866,Tokyo Ghoul,Seinen,Juuzou Suzuya,ESTP,7w8
2867,Tokyo Ghoul,Seinen,Tsukiyama Shuu,ESFP,4w3
2868,Tokyo Ghoul,Seinen,Nimura Furuta,ENTP,3w4
2869,Tokyo Ghoul,Seinen,Arima Kishou,INTJ,1w9
2870,Tokyo Ghoul,Seinen,(Manga) Kaneki Ken,INFJ,4w5
2871,Tokyo Ghoul,Seinen,"Hideyoshi ""Hide"" Nagachika",ENTP,7w6
2872,Tokyo Ghoul,Seinen,Yonebayashi Saiko,INFP,4w5
2873,Tokyo Ghoul,Seinen,Black Reaper Kaneki,INTJ,8w9
2874,Tokyo Ghoul,Seinen,Kuki Urie,ISTJ,3w4
2875,Tokyo Ghoul,Seinen,Mado Kureo,ENTP,5w6
2876,Tokyo Ghoul,Seinen,Ayato Kirishima,ISTP,8w7
2877,Tokyo Ghoul,Seinen,Koutarou Amon,ISTJ,1w9
2878,Tokyo Ghoul,Seinen,Renji Yomo,ISTP,9w8
2879,Tokyo Ghoul,Seinen,Seidou Takizawa,ESTJ,3w4
2880,Tokyo Ghoul,Seinen,Kanae von Rosewald,ENFJ,6w5
2881,Tokyo Ghoul,Seinen,Uta,ISFP,4w5
2882,Tokyo Ghoul,Seinen,Mado Akira,INTJ,1w9
2883,Tokyo Ghoul,Seinen,Hinami Fueguchi,INFP,9w1
2884,Tokyo Ghoul,Seinen,Nishiki Nishio,ESTJ,8w7
2885,Tokyo Ghoul,Seinen,Marude Itsuki,ESTJ,8w7
2886,Tokyo Ghoul,Seinen,Haise Sasaki,ESFJ,9w1
2887,Tokyo Ghoul,Seinen,Kaneki Ichika,ENFP,7w6
2888,Tokyo Ghoul,Seinen,Tooru Mutsuki,ISFP,9w1
2889,Tokyo Ghoul,Seinen,Yoshimura,INFJ,1w9
2890,Tokyo Ghoul,Seinen,Yakumo Oomori,ESTP,8w7
2891,Tokyo Ghoul,Seinen,Itori,ESTP,7w8
2892,Tokyo Ghoul,Seinen,Kurona Yasuhisa,ISFP,6w5
2893,Tokyo Ghoul,Seinen,Ui Koori,ISTJ,6w5
2894,Tokyo Ghoul,Seinen,Yoriko Kosaka,ISFJ,9w1
2895,Tokyo Ghoul,Seinen,Ayumu Hogi,INFP,2w1
2896,Tokyo Ghoul,Seinen,Noro,ISTP,9w8
2897,Tokyo Ghoul,Seinen,Shiki Kijima,ENTP,7w8
2898,Tokyo Ghoul,Seinen,Bikaku Kagune,INFJ,1w2
2899,Tokyo Ghoul,Seinen,Misato Gori,ISFP,6w7
2900,Tokyo Ghoul,Seinen,Kaneki Ken (Manga),XXXX,XwX
2901,Tokyo Ghoul,Seinen,Hairu Ihei,INTP,9w8
2902,Tokyo Ghoul,Seinen,Akihiro Kanou,INTJ,5w4
2903,Tokyo Ghoul,Seinen,Chie Hori,INTP,7w6
2904,Tokyo Ghoul,Seinen,Rinkaku Kagune,INFJ,5w6
2905,Tokyo Ghoul,Seinen,Ginshi Shirazu,ESFP,6w7
2906,Tokyo Ghoul,Seinen,Kamishiro Matasaka (Shachi),ISTP,8w9
2907,Tokyo Ghoul,Seinen,Shinohara Yukinori,ENFJ,2w1
2908,Tokyo Ghoul,Seinen,Kaya Irimi,ISFJ,6w5
2909,Tokyo Ghoul,Seinen,Kazuichi Banjou,ESFJ,6w5
2910,Tokyo Ghoul,Seinen,Donato Porpora,ENTP,3w4
2911,Tokyo Ghoul,Seinen,Naki,ESFP,6w7
2912,Tokyo Ghoul,Seinen,Kimi Nishino,INFJ,9w1
2913,Tokyo Ghoul,Seinen,Karao Saeki (Torso),ISFP,9w1
2914,Tokyo Ghoul,Seinen,Aki Sasada,INFP,7w6
2915,Tokyo Ghoul,Seinen,Miyuki Mikage,INTP,5w4
2916,Tokyo Ghoul,Seinen,Big Madam,ESTJ,8w7
2917,Tokyo Ghoul,Seinen,Matsumae,ISTJ,1w9
2918,Tokyo Ghoul,Seinen,Kokaku Kagune,ESTJ,XwX
2919,Tokyo Ghoul,Seinen,Tatara,ISTJ,5w6
2920,Tokyo Ghoul,Seinen,Nico,ENFP,3w4
2921,Tokyo Ghoul,Seinen,Matsuri Washuu,ISTJ,8w9
2922,Tokyo Ghoul,Seinen,Take Hirako,ISTP,5w6
2923,Tokyo Ghoul,Seinen,Takeomi Kuroiwa,ISTJ,1w9
2924,Tokyo Ghoul,Seinen,Taishi Fura,ESTJ,6w7
2925,Tokyo Ghoul,Seinen,Uruka Minami,ENFP,4w3
2926,Tokyo Ghoul,Seinen,Ryou,ISTP,6w5
2927,Tokyo Ghoul,Seinen,Itou Kuramoto,ENTP,3w2
2928,Tokyo Ghoul,Seinen,Ryouko Fueguchi,ISFJ,4w5
2929,Tokyo Ghoul,Seinen,Abara Hanbee,ISFJ,2w1
2930,Tokyo Ghoul,Seinen,Keijin Nakarai,ESTJ,8w9
2931,Tokyo Ghoul,Seinen,Mizurou Tamaki,ESFP,4w3
2932,Tokyo Ghoul,Seinen,Kazuo Yoshida,ISFP,2w3
2933,Tokyo Ghoul,Seinen,Ken Kaneki's mother,ISFJ,2w1
2934,Tokyo Ghoul,Seinen,Nashiro Yasuhisa,ISFP,6w5
2935,Tokyo Ghoul,Seinen,Mayu (Nutcracker),ESFP,3w4
2936,Tokyo Ghoul,Seinen,Aura Shinsanpei,ISFP,4w3
2937,Tokyo Ghoul,Seinen,Hoito Roma,ESFP,XwX
2938,Tokyo Ghoul,Seinen,Tsuneyoshi Washuu,ISTJ,1w9
2939,Tokyo Ghoul,Seinen,Arata Kirishima,INFJ,9w1
2940,Tokyo Ghoul,Seinen,Kusaba Ippei,ENFP,XwX
2941,Tokyo Ghoul,Seinen,Ching-Li Hsiao,ISTP,3w4
2942,Tokyo Ghoul,Seinen,Sankou,INTP,5w4
2943,Tokyo Ghoul,Seinen,Ken Kaneki's aunt,ESTP,4w3
2944,Tokyo Ghoul,Seinen,Shikorae,ENFP,7w8
2945,Tokyo Ghoul,Seinen,Kiyoko Aura,INTJ,3w4
2946,Tokyo Ghoul,Seinen,Enji Koma,ESFP,7w6
